age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
36,Private,254493,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,44,United_States,<=50K
46,Private,215943,HS_grad,9,Divorced,Prof_specialty,Unmarried,White,Female,0,0,40,United_States,<=50K
42,State_gov,102343,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,72,India,>50K
20,Private,179423,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,8,United_States,<=50K
18,Private,434268,11th,7,Never_married,Adm_clerical,Own_child,White,Female,0,0,15,United_States,<=50K
27,Private,97165,Some_college,10,Never_married,Machine_op_inspct,Other_relative,White,Female,0,0,40,United_States,<=50K
48,Private,146268,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,7688,0,40,United_States,>50K
25,Private,134821,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,<=50K
26,Private,266912,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,>50K
31,Self_emp_not_inc,44503,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
25,Private,80312,Assoc_voc,11,Never_married,Adm_clerical,Not_in_family,White,Female,4865,0,40,United_States,<=50K
32,Private,93930,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K
28,Self_emp_not_inc,212318,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,55,United_States,<=50K
66,Private,236879,Preschool,1,Widowed,Priv_house_serv,Other_relative,White,Female,0,0,40,Guatemala,<=50K
49,Private,23776,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K
45,Private,192835,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K
75,Self_emp_not_inc,309955,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,2174,50,United_States,>50K
47,Private,284916,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,7298,0,45,United_States,>50K
53,Local_gov,135102,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,2002,45,United_States,<=50K
30,Private,117963,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,>50K
59,Private,304779,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
20,Private,166527,Some_college,10,Never_married,Adm_clerical,Own_child,Other,Female,0,0,20,United_States,<=50K
21,Private,140764,HS_grad,9,Never_married,Adm_clerical,Other_relative,White,Female,0,0,45,United_States,<=50K
41,Private,190591,Assoc_acdm,12,Divorced,Exec_managerial,Not_in_family,Black,Female,0,0,40,Jamaica,<=50K
32,Private,99646,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K
46,Private,332884,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,7298,0,65,United_States,>50K
29,Private,134331,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
37,Private,214738,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
56,Self_emp_not_inc,95763,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,55,United_States,<=50K
44,Private,219591,Some_college,10,Divorced,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,<=50K
45,Private,170871,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,7298,0,60,United_States,>50K
37,Private,201531,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,<=50K
47,Private,359766,7th_8th,4,Divorced,Handlers_cleaners,Other_relative,Black,Male,0,0,40,United_States,<=50K
31,Private,183000,Prof_school,15,Never_married,Tech_support,Not_in_family,White,Male,0,0,55,United_States,<=50K
67,Private,279980,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,10605,0,10,United_States,>50K
54,Self_emp_not_inc,114520,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,<=50K
39,Private,237713,Prof_school,15,Married_civ_spouse,Sales,Husband,White,Male,0,2415,99,United_States,>50K
21,Private,241951,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,45,United_States,<=50K
38,Private,99156,HS_grad,9,Separated,Other_service,Own_child,White,Male,0,0,35,United_States,<=50K
75,Private,101887,10th,6,Widowed,Priv_house_serv,Not_in_family,White,Female,0,0,70,United_States,<=50K
21,Private,223352,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,1055,0,30,United_States,<=50K
42,Private,30824,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,2354,0,16,United_States,<=50K
36,Private,183425,Some_college,10,Divorced,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,<=50K
51,Self_emp_not_inc,35295,HS_grad,9,Never_married,Farming_fishing,Unmarried,White,Male,0,0,45,United_States,<=50K
26,Private,177720,Assoc_acdm,12,Divorced,Prof_specialty,Unmarried,White,Female,0,0,45,United_States,<=50K
56,Private,267652,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
27,Private,34273,Assoc_voc,11,Never_married,Prof_specialty,Not_in_family,White,Female,0,1876,36,Canada,<=50K
39,Private,36376,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,60,United_States,<=50K
34,Private,339142,HS_grad,9,Separated,Handlers_cleaners,Unmarried,White,Female,0,0,40,United_States,<=50K
44,Private,230684,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,7688,0,50,United_States,>50K
31,Private,212235,Some_college,10,Never_married,Sales,Not_in_family,White,Male,0,0,45,United_States,<=50K
53,Private,102828,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,35,United_States,>50K
26,Private,183965,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K
58,Private,31732,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,>50K
19,Private,160033,Some_college,10,Never_married,Protective_serv,Own_child,White,Female,0,0,30,United_States,<=50K
41,Self_emp_not_inc,57924,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,7688,0,50,United_States,>50K
37,Private,208358,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
35,Private,82622,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,40,United_States,<=50K
51,Self_emp_inc,166386,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,Asian_Pac_Islander,Female,0,0,35,Taiwan,<=50K
23,Private,265356,Bachelors,13,Never_married,Exec_managerial,Unmarried,White,Male,0,0,40,United_States,<=50K
19,Private,302945,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,10,Thailand,<=50K
35,Federal_gov,287658,Some_college,10,Married_civ_spouse,Protective_serv,Husband,Black,Male,0,0,40,United_States,>50K
31,Private,156464,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,0,0,25,United_States,<=50K
52,Self_emp_not_inc,185407,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
73,Self_emp_not_inc,190078,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,35,United_States,<=50K
30,Private,94235,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,0,0,40,United_States,<=50K
57,Local_gov,139452,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,16,United_States,<=50K
20,Private,192711,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,40,United_States,<=50K
29,Private,134890,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,>50K
21,Private,161210,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,50,United_States,<=50K
32,Private,86808,HS_grad,9,Divorced,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,<=50K
42,Self_emp_not_inc,27242,11th,7,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,60,United_States,<=50K
19,Private,104830,7th_8th,4,Never_married,Transport_moving,Unmarried,White,Male,0,0,25,Guatemala,<=50K
41,Self_emp_not_inc,27305,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,7688,0,40,United_States,>50K
66,Private,186324,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,5,United_States,>50K
50,Private,132716,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,>50K
42,Local_gov,96524,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,>50K
19,Private,270551,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,<=50K
28,Private,189346,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,45,United_States,<=50K
35,Private,98389,11th,7,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,<=50K
54,Private,82566,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,<=50K
27,Local_gov,332249,HS_grad,9,Never_married,Farming_fishing,Own_child,White,Male,0,0,40,United_States,<=50K
33,Private,69727,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,Mexico,<=50K
19,Private,127491,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K
50,Federal_gov,221532,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K
34,Private,35595,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,<=50K
50,Self_emp_inc,176751,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,80,United_States,>50K
46,Private,193047,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
49,Private,297884,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,4064,0,50,United_States,<=50K
64,Federal_gov,271550,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,>50K
55,Private,387569,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,4386,0,40,United_States,>50K
38,Private,195744,Bachelors,13,Never_married,Other_service,Not_in_family,White,Male,0,0,48,United_States,<=50K
39,Private,148903,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,4687,0,50,United_States,>50K
42,Private,356934,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
52,Private,127749,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K
44,Local_gov,262241,HS_grad,9,Married_civ_spouse,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,<=50K
29,Private,148431,Assoc_acdm,12,Married_civ_spouse,Sales,Wife,Other,Female,7688,0,45,United_States,>50K
46,Self_emp_inc,256909,HS_grad,9,Married_spouse_absent,Farming_fishing,Not_in_family,White,Male,3325,0,45,United_States,<=50K
40,Private,63745,Assoc_voc,11,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K
18,Private,183034,Some_college,10,Never_married,Sales,Own_child,Black,Male,0,0,35,United_States,<=50K
24,Private,34568,Assoc_voc,11,Never_married,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,<=50K
26,Self_emp_not_inc,118523,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K
55,Private,83401,5th_6th,3,Widowed,Machine_op_inspct,Unmarried,White,Female,0,0,40,United_States,<=50K
30,Federal_gov,73514,Bachelors,13,Never_married,Exec_managerial,Other_relative,Asian_Pac_Islander,Female,0,0,45,United_States,<=50K
54,Private,172962,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,<=50K
39,Private,35890,Assoc_acdm,12,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
47,Private,123207,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,20,United_States,>50K
32,Private,198183,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,38,United_States,<=50K
58,Private,190997,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
22,Private,156822,10th,6,Never_married,Sales,Not_in_family,White,Female,0,1762,25,United_States,<=50K
19,State_gov,73009,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,15,United_States,<=50K
53,Private,171924,Bachelors,13,Divorced,Prof_specialty,Not_in_family,White,Male,14344,0,55,United_States,>50K
37,Private,201141,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,37,United_States,<=50K
36,Local_gov,150309,Assoc_voc,11,Married_civ_spouse,Transport_moving,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,<=50K
40,Private,173590,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
53,Private,194791,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,45,United_States,<=50K
25,Private,462869,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,White,Male,0,0,40,Mexico,<=50K
50,Private,38310,7th_8th,4,Divorced,Other_service,Other_relative,White,Female,0,0,40,United_States,<=50K
49,Private,175958,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,80,United_States,>50K
55,Private,127014,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,60,United_States,<=50K
47,Private,306183,Some_college,10,Divorced,Other_service,Own_child,White,Female,0,0,44,United_States,<=50K
51,Private,161482,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,38,United_States,<=50K
66,Private,140576,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
25,Private,332702,Assoc_voc,11,Never_married,Other_service,Own_child,White,Female,0,0,15,United_States,<=50K
35,Self_emp_inc,79586,Masters,14,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,40,India,>50K
62,Private,77884,5th_6th,3,Married_civ_spouse,Farming_fishing,Husband,Asian_Pac_Islander,Male,0,0,40,Philippines,<=50K
27,Private,161155,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,<=50K
40,Self_emp_not_inc,238574,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,55,United_States,>50K
49,Private,149337,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
25,Private,333677,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,36,United_States,<=50K
44,Private,19914,HS_grad,9,Married_civ_spouse,Other_service,Wife,Asian_Pac_Islander,Female,0,0,50,Philippines,<=50K
40,Private,291808,HS_grad,9,Divorced,Protective_serv,Not_in_family,Black,Female,0,0,40,United_States,<=50K
24,Private,52262,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K
32,Private,194981,HS_grad,9,Married_civ_spouse,Tech_support,Wife,White,Female,0,0,36,United_States,<=50K
23,Private,172047,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,<=50K
53,Private,283743,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,2002,40,United_States,<=50K
45,Private,229967,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Male,13550,0,50,United_States,>50K
49,Private,192323,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
28,Private,241895,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,1628,40,United_States,<=50K
62,Private,88055,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,60,United_States,>50K
30,Private,467108,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,United_States,<=50K
24,Private,217602,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,60,United_States,<=50K
44,Self_emp_not_inc,127482,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,7298,0,50,England,>50K
63,Private,339473,Some_college,10,Divorced,Sales,Not_in_family,White,Female,0,0,60,United_States,<=50K
46,Local_gov,316205,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Black,Male,0,0,40,United_States,>50K
51,Self_emp_inc,304955,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
19,Private,188008,Some_college,10,Never_married,Sales,Own_child,Black,Female,0,0,20,United_States,<=50K
24,Private,149396,Some_college,10,Never_married,Other_service,Other_relative,Black,Female,0,0,30,Haiti,<=50K
36,Self_emp_not_inc,105021,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,>50K
25,Private,189027,Bachelors,13,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,<=50K
59,Private,21792,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,0,0,10,United_States,<=50K
25,Private,182227,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,55,United_States,<=50K
46,Private,54985,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,1887,40,United_States,>50K
77,Private,117898,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
31,Private,301637,Assoc_voc,11,Never_married,Farming_fishing,Own_child,White,Male,0,0,40,United_States,<=50K
26,Private,211695,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,<=50K
23,Private,152140,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,40,United_States,<=50K
51,Self_emp_not_inc,165001,Masters,14,Divorced,Exec_managerial,Unmarried,White,Male,25236,0,50,United_States,>50K
36,Local_gov,191161,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,57,United_States,>50K
31,Self_emp_not_inc,119411,Bachelors,13,Divorced,Exec_managerial,Unmarried,White,Male,0,0,60,United_States,>50K
24,Private,236696,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,0,0,30,United_States,<=50K
46,Private,150499,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
31,Local_gov,189265,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K
21,Private,211301,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,0,0,8,United_States,<=50K
20,Private,110998,Some_college,10,Never_married,Adm_clerical,Own_child,Asian_Pac_Islander,Female,0,0,30,United_States,<=50K
53,Private,183973,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,48,United_States,>50K
37,Private,89559,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,<=50K
22,Private,219042,10th,6,Never_married,Machine_op_inspct,Unmarried,White,Male,0,0,40,United_States,<=50K
30,Private,399522,11th,7,Married_spouse_absent,Handlers_cleaners,Unmarried,White,Female,0,0,40,United_States,<=50K
38,Private,129573,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,41,United_States,<=50K
27,Private,148069,10th,6,Never_married,Machine_op_inspct,Unmarried,White,Female,0,0,40,United_States,<=50K
49,Local_gov,123088,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,46,United_States,<=50K
45,Private,217654,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,Germany,>50K
34,Private,294064,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,France,<=50K
35,Private,267798,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,<=50K
27,Private,212506,Some_college,10,Divorced,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,<=50K
27,Private,165365,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Asian_Pac_Islander,Male,2885,0,40,Laos,<=50K
24,Private,220426,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,<=50K
20,Private,34706,Some_college,10,Never_married,Exec_managerial,Not_in_family,Black,Male,0,0,47,United_States,<=50K
52,Private,153751,9th,5,Separated,Other_service,Not_in_family,Black,Female,0,0,30,United_States,<=50K
67,Self_emp_inc,112318,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
42,Private,175935,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,0,1980,46,United_States,<=50K
33,Private,195576,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,4386,0,60,United_States,<=50K
53,Federal_gov,225339,Some_college,10,Widowed,Adm_clerical,Not_in_family,Black,Female,0,0,40,United_States,<=50K
48,Private,120724,12th,8,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,<=50K
21,Private,35424,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,25,United_States,<=50K
32,Private,204374,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,1977,60,United_States,>50K
39,Self_emp_not_inc,251710,10th,6,Married_spouse_absent,Other_service,Not_in_family,White,Female,0,1721,15,United_States,<=50K
27,Private,191782,HS_grad,9,Never_married,Other_service,Other_relative,Black,Female,0,0,30,United_States,<=50K
34,Private,176992,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
50,Private,190762,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
45,Private,197240,12th,8,Married_civ_spouse,Sales,Husband,White,Male,7688,0,40,United_States,>50K
31,Private,451744,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,<=50K
67,Private,288371,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,Canada,>50K
47,Self_emp_not_inc,39986,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,<=50K
42,Private,198422,Some_college,10,Divorced,Adm_clerical,Own_child,White,Female,0,0,40,United_States,<=50K
24,Federal_gov,44075,Bachelors,13,Never_married,Prof_specialty,Not_in_family,Asian_Pac_Islander,Male,0,0,40,United_States,<=50K
23,Private,109199,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
32,Self_emp_inc,99309,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
42,State_gov,345969,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,48,United_States,>50K
29,Private,159788,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,80,United_States,<=50K
18,Private,436163,11th,7,Never_married,Prof_specialty,Own_child,White,Male,0,0,20,United_States,<=50K
40,Private,257364,Some_college,10,Divorced,Other_service,Not_in_family,White,Male,0,0,45,United_States,<=50K
27,Private,154210,11th,7,Married_spouse_absent,Sales,Own_child,Asian_Pac_Islander,Male,0,0,35,India,<=50K
46,Private,184169,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,7688,0,35,United_States,>50K
31,Private,202729,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K
56,Private,235826,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,5013,0,40,United_States,<=50K
24,Local_gov,203924,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,45,United_States,<=50K
32,Private,144064,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,<=50K
30,Private,210906,HS_grad,9,Married_civ_spouse,Exec_managerial,Other_relative,White,Female,0,0,40,United_States,<=50K
40,Self_emp_inc,99185,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,<=50K
28,Private,129460,9th,5,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,El_Salvador,<=50K
44,Local_gov,24982,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K
31,Self_emp_not_inc,177675,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,>50K
33,Private,106938,HS_grad,9,Married_civ_spouse,Tech_support,Wife,Black,Female,0,0,38,United_States,<=50K
46,Private,370119,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,99999,0,60,United_States,>50K
18,Private,89478,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,20,United_States,<=50K
36,Self_emp_inc,108293,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,1977,45,United_States,>50K
32,Private,182714,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,45,United_States,<=50K
40,Private,273425,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K
29,Private,261725,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,35,United_States,<=50K
23,Private,250630,Bachelors,13,Never_married,Sales,Not_in_family,White,Female,0,0,40,United_States,<=50K
39,Private,48915,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K
45,Private,185385,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K
35,Self_emp_inc,289430,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,Mexico,>50K
39,Local_gov,116666,HS_grad,9,Never_married,Protective_serv,Own_child,Amer_Indian_Eskimo,Male,4650,0,48,United_States,<=50K
46,Private,179869,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K
32,Private,283268,10th,6,Separated,Other_service,Unmarried,White,Female,0,0,42,United_States,<=50K
32,Private,116539,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1887,55,United_States,>50K
34,Private,113543,Masters,14,Never_married,Exec_managerial,Own_child,White,Male,0,0,40,United_States,<=50K
25,Private,213412,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,>50K
27,Private,158647,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K
33,Private,345360,Some_college,10,Never_married,Sales,Not_in_family,White,Male,0,0,40,United_States,<=50K
39,Self_emp_not_inc,103110,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,<=50K
26,Local_gov,220656,Bachelors,13,Never_married,Prof_specialty,Own_child,Black,Male,0,0,38,England,<=50K
36,Self_emp_not_inc,239415,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,35,United_States,<=50K
40,Local_gov,180123,HS_grad,9,Married_spouse_absent,Farming_fishing,Own_child,Black,Male,0,0,40,United_States,<=50K
40,Private,287079,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,55,United_States,<=50K
36,Private,316298,Bachelors,13,Never_married,Tech_support,Own_child,White,Male,0,0,40,United_States,<=50K
30,Private,154297,10th,6,Never_married,Machine_op_inspct,Unmarried,Black,Female,0,0,40,United_States,<=50K
45,Private,246431,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,30,United_States,<=50K
30,Private,323054,10th,6,Divorced,Other_service,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,<=50K
